platform,post_id,content,publish_time,like_count,comment_count,crawl_time,url,comment_content,comment_users,polarity,intensity,specific_emotion,aspect,reason,csi_score,urgency,need_improvement,polarity_label,analysis_method,aspects,urgency_score,facility_type
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,@赵雅芝 宝宝看到了没,MandyProMax,积极,5,满意,其他,SnowNLP快速分析,99,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,十周年快乐,金攒攒变大富婆_,积极,5,满意,其他,SnowNLP快速分析,98,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,太棒了👏🌟#上海迪士尼10岁生日#,双鱼座Shelley,积极,3,满意,其他,SnowNLP快速分析,68,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""积极"", ""intensity"": ""5"", ""specific_emotion"": ""满意"", ""csi_score"": ""75""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,嘎嘎幸福的唐老鸭 :,嘎嘎幸福的唐老鸭,积极,5,满意,其他,SnowNLP快速分析,86,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,好耶,要去上迪抱宝贝们的晁晁,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""积极"", ""intensity"": ""5"", ""specific_emotion"": ""满意"", ""csi_score"": ""75""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,震撼,MLY向晚伴笛,积极,5,满意,其他,SnowNLP快速分析,80,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,好美啊,星支爻,积极,5,满意,其他,SnowNLP快速分析,91,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""积极"", ""intensity"": ""5"", ""specific_emotion"": ""满意"", ""csi_score"": ""75""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,生日快乐,柠檬精一样讨人喜欢的韜濤,积极,5,满意,其他,SnowNLP快速分析,96,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,十周年快乐！！！,-Escly,积极,5,满意,其他,SnowNLP快速分析,94,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_11_1776503888,10岁生日庆典｜神奇点亮城市夜空！  💫今夜的外滩，属于迪士尼，也属于你。米奇“惊喜现身”，和其他迪士尼朋友一起，向整座城市发起邀请，来加入这场盛会！ 🎂就在明天，上海迪士尼10岁生日庆典即将正式开启！所有惊喜、欢笑、奇妙都已就位，等你回家，加你更奇妙！  #上海迪士尼10岁生日# #加你更奇妙#,,,,2026-04-18 17:18:08,https://weibo.com/5200478600/QwPOZf4MO,上海迪士尼和@摩登兄弟刘宇宁 一起庆祝，10 岁生日快乐！,夏日清宁檬,积极,5,满意,其他,SnowNLP快速分析,99,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,十周年啦 必须去,-哒哒L哒-,积极,5,满意,其他,SnowNLP快速分析,81,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,许个愿！,好运爆彭-cake,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,好,山兔子01,积极,3,满意,其他,SnowNLP快速分析,65,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""积极"", ""intensity"": ""5"", ""specific_emotion"": ""满意"", ""csi_score"": ""75""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,上海迪士尼生日快乐,好运爆彭-cake,积极,5,满意,其他,SnowNLP快速分析,95,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,想去迪士尼！,你-怎么总熬夜_,积极,4,满意,其他,SnowNLP快速分析,78,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,想要，还没去过呢,LYN_刘豆汁儿,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,哈哈哈哈哈哈,内娱完了内娱完了,积极,5,满意,其他,SnowNLP快速分析,97,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,哈哈哈哈哈哈,六号存栀,积极,5,满意,其他,SnowNLP快速分析,97,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,安排。,机房号123,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,哈哈哈哈,大奖都被谁中了,积极,5,满意,其他,SnowNLP快速分析,86,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,许愿,星空下De传说灬,积极,5,满意,其他,SnowNLP快速分析,83,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,来了,NYMERlA,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,woo3916:,woo3916,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_12_1776503912,上海迪士尼度假区迎来10岁生日庆典啦！ 十年童话印记，每一次翻开都是通往奇妙的入场券。 在梦想护照上收集每一次奇妙体验的印章，用纪念币保存每一次的神奇瞬间，用卡牌解锁惊喜，用匠心记录每一份感动，让指尖触碰的每一页，都跃动童话。 远望谷祝 @上海迪士尼度假区 10岁生日快乐！ 你带来奇妙，我把所有奇妙记忆珍藏起来！加你收藏奇妙！  评论区晒出你的奇妙珍藏，抽【10】位幸运小伙伴送【上海迪士尼度假区十周年梦想护照】！ #上海迪士尼10岁生日# #加你更奇妙# #加你收藏奇妙#  抽奖详情,,,,2026-04-18 17:18:32,https://weibo.com/1980226780/QwMWx35eb,十年前爆棚的运气，自那之后，就再也没有了，@上海迪士尼度假区,小鳝丝同学,积极,5,满意,其他,SnowNLP快速分析,86,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_13_1776503962,10岁生日庆典倒计时，和达菲萌友们一起追寻星光✨,,,,2026-04-18 17:19:22,https://weibo.com/5200478600/QwMhZrOgH,嘎嘎幸福的唐老鸭 :,嘎嘎幸福的唐老鸭,积极,5,满意,其他,SnowNLP快速分析,86,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_13_1776503962,10岁生日庆典倒计时，和达菲萌友们一起追寻星光✨,,,,2026-04-18 17:19:22,https://weibo.com/5200478600/QwMhZrOgH,太可爱了,要去上迪抱宝贝们的晁晁,积极,3,满意,其他,SnowNLP快速分析,66,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_13_1776503962,10岁生日庆典倒计时，和达菲萌友们一起追寻星光✨,,,,2026-04-18 17:19:22,https://weibo.com/5200478600/QwMhZrOgH,玲娜bellbell :,玲娜bellbell,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_14_1776503985,十年同行，每一次烟花绽放都在点亮童话。 从专属游园保障到贴心服务守护，从城堡夜空到欢乐瞬间，我们见证无数家庭的欢笑与感动。 当烟花照亮夜空，当笑脸绽放在眼前——原来那些被守护的每一天，就是童话本身。 谢谢迪士尼让每一份信任都有温度，谢谢每一个相信童话的你，让奇妙旅程温暖如初。 即将迎来35周年庆的中国太平洋保险祝@上海迪士尼度假区 10岁生日快乐！ 你负责奔赴童话，我负责守护每一天，加你绽放奇妙！ 卅五载，共未来！ #上海迪士尼10岁生日# #卅五载共未来# #加你绽放奇妙# #加你更奇妙#,,,,2026-04-18 17:19:45,https://weibo.com/1730276312/QwIWN984u,,,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_15_1776504015,奇妙漂流瓶｜看过玲娜贝儿这套造型的请举手！  2021.10 玲娜贝儿第一次换上新衣服。行着骑士礼的小狐狸，从此就这么闯进了你心里！  📷【奇妙漂流瓶】活动进行中，现邀你前往小红书，带上双话题#加你更奇妙##奇妙漂流瓶# 把你与迪士尼朋友的珍贵回忆塞进漂流瓶，漂向远方分享给更多人~也期待你来乐园与身着全新庆典造型的大可爱们见面哦！  🙋成功发帖，有机会受邀参加10岁生日庆典特别活动，来乐园见证更多奇妙！,,,,2026-04-18 17:20:15,https://weibo.com/5200478600/Qwmna1hqZ,骑士宝宝，心暖暖的,拒绝夜宵版,积极,5,满意,其他,SnowNLP快速分析,95,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_15_1776504015,奇妙漂流瓶｜看过玲娜贝儿这套造型的请举手！  2021.10 玲娜贝儿第一次换上新衣服。行着骑士礼的小狐狸，从此就这么闯进了你心里！  📷【奇妙漂流瓶】活动进行中，现邀你前往小红书，带上双话题#加你更奇妙##奇妙漂流瓶# 把你与迪士尼朋友的珍贵回忆塞进漂流瓶，漂向远方分享给更多人~也期待你来乐园与身着全新庆典造型的大可爱们见面哦！  🙋成功发帖，有机会受邀参加10岁生日庆典特别活动，来乐园见证更多奇妙！,,,,2026-04-18 17:20:15,https://weibo.com/5200478600/Qwmna1hqZ,初心狐,聪明的小乌龟22,积极,5,满意,其他,SnowNLP快速分析,89,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_15_1776504015,奇妙漂流瓶｜看过玲娜贝儿这套造型的请举手！  2021.10 玲娜贝儿第一次换上新衣服。行着骑士礼的小狐狸，从此就这么闯进了你心里！  📷【奇妙漂流瓶】活动进行中，现邀你前往小红书，带上双话题#加你更奇妙##奇妙漂流瓶# 把你与迪士尼朋友的珍贵回忆塞进漂流瓶，漂向远方分享给更多人~也期待你来乐园与身着全新庆典造型的大可爱们见面哦！  🙋成功发帖，有机会受邀参加10岁生日庆典特别活动，来乐园见证更多奇妙！,,,,2026-04-18 17:20:15,https://weibo.com/5200478600/Qwmna1hqZ,小骑士，路过的蚂蚁都要为这套停留两秒，欣赏一番的程度！,MenthaCloud,积极,5,满意,其他,SnowNLP快速分析,79,0,否,积极,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
weibo,weibo_15_1776504015,奇妙漂流瓶｜看过玲娜贝儿这套造型的请举手！  2021.10 玲娜贝儿第一次换上新衣服。行着骑士礼的小狐狸，从此就这么闯进了你心里！  📷【奇妙漂流瓶】活动进行中，现邀你前往小红书，带上双话题#加你更奇妙##奇妙漂流瓶# 把你与迪士尼朋友的珍贵回忆塞进漂流瓶，漂向远方分享给更多人~也期待你来乐园与身着全新庆典造型的大可爱们见面哦！  🙋成功发帖，有机会受邀参加10岁生日庆典特别活动，来乐园见证更多奇妙！,,,,2026-04-18 17:20:15,https://weibo.com/5200478600/Qwmna1hqZ,我是一颗小羊崽 :,我是一颗小羊崽,中性,3,中性,其他,SnowNLP快速分析,50,0,否,中性,snownlp,"[{""category"": ""其他"", ""aspect"": ""整体体验"", ""polarity"": ""中性"", ""intensity"": ""3"", ""specific_emotion"": ""中性"", ""csi_score"": ""50""}]",0,未知
